dates,link,session_title,subscript,voting_id,voting_number,voting_title
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2511.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 4,2511,3,Ustawa o zmianie ustawy o ochronie konkurencji i konsumentów oraz ustawy - Kodeks postępowania cywilnego
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2512.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 5,2512,4,Ustawa o zmianie ustawy o ochronie konkurencji i konsumentów oraz ustawy - Kodeks postępowania cywilnego
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2513.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Przyjęcie ustawy wraz z poprawkami,2513,5,Ustawa o zmianie ustawy o ochronie konkurencji i konsumentów oraz ustawy - Kodeks postępowania cywilnego
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2514.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 1,2514,6,Ustawa o prawach konsumenta
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2515.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 2,2515,7,Ustawa o prawach konsumenta
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2516.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 3-5,2516,8,Ustawa o prawach konsumenta
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2517.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Przyjęcie ustawy wraz z poprawkami,2517,9,Ustawa o prawach konsumenta
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2518.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka  1,2518,10,Ustawa o zmianie ustawy o inwestycjach w zakresie terminalu regazyfikacyjnego skroplonego gazu ziemnego w Świnoujściu oraz ustawy o gospodarce nieruchomościami
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2519.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka  2,2519,11,Ustawa o zmianie ustawy o inwestycjach w zakresie terminalu regazyfikacyjnego skroplonego gazu ziemnego w Świnoujściu oraz ustawy o gospodarce nieruchomościami
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2520.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka  3,2520,12,Ustawa o zmianie ustawy o inwestycjach w zakresie terminalu regazyfikacyjnego skroplonego gazu ziemnego w Świnoujściu oraz ustawy o gospodarce nieruchomościami
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2521.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka  4,2521,13,Ustawa o zmianie ustawy o inwestycjach w zakresie terminalu regazyfikacyjnego skroplonego gazu ziemnego w Świnoujściu oraz ustawy o gospodarce nieruchomościami
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2522.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka  5,2522,14,Ustawa o zmianie ustawy o inwestycjach w zakresie terminalu regazyfikacyjnego skroplonego gazu ziemnego w Świnoujściu oraz ustawy o gospodarce nieruchomościami
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2523.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka  6,2523,15,Ustawa o zmianie ustawy o inwestycjach w zakresie terminalu regazyfikacyjnego skroplonego gazu ziemnego w Świnoujściu oraz ustawy o gospodarce nieruchomościami
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2524.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka  7,2524,16,Ustawa o zmianie ustawy o inwestycjach w zakresie terminalu regazyfikacyjnego skroplonego gazu ziemnego w Świnoujściu oraz ustawy o gospodarce nieruchomościami
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2525.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka  8,2525,17,Ustawa o zmianie ustawy o inwestycjach w zakresie terminalu regazyfikacyjnego skroplonego gazu ziemnego w Świnoujściu oraz ustawy o gospodarce nieruchomościami
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2526.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Przyjęcie ustawy wraz z poprawkami,2526,18,Ustawa o zmianie ustawy o inwestycjach w zakresie terminalu regazyfikacyjnego skroplonego gazu ziemnego w Świnoujściu oraz ustawy o gospodarce nieruchomościami
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2527.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień","Poprawka 1, 3-9, 11-21, 23-26, 28-34, 36, 37, 39, 44",2527,19,"Ustawa o zmianie ustawy o zapasach ropy naftowej, produktów naftowych i gazu ziemnego oraz zasadach postępowania w sytuacjach zagrożenia bezpieczeństwa paliwowego państwa i zakłóceń na rynku naftowym oraz niektórych innych ustaw"
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2528.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień","Poprawka 2, 41, 46, 48, 49",2528,20,"Ustawa o zmianie ustawy o zapasach ropy naftowej, produktów naftowych i gazu ziemnego oraz zasadach postępowania w sytuacjach zagrożenia bezpieczeństwa paliwowego państwa i zakłóceń na rynku naftowym oraz niektórych innych ustaw"
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2529.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień","Poprawka 10, 47",2529,21,"Ustawa o zmianie ustawy o zapasach ropy naftowej, produktów naftowych i gazu ziemnego oraz zasadach postępowania w sytuacjach zagrożenia bezpieczeństwa paliwowego państwa i zakłóceń na rynku naftowym oraz niektórych innych ustaw"
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2530.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień","Poprawka 22, 42, 50",2530,22,"Ustawa o zmianie ustawy o zapasach ropy naftowej, produktów naftowych i gazu ziemnego oraz zasadach postępowania w sytuacjach zagrożenia bezpieczeństwa paliwowego państwa i zakłóceń na rynku naftowym oraz niektórych innych ustaw"
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2531.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 27,2531,23,"Ustawa o zmianie ustawy o zapasach ropy naftowej, produktów naftowych i gazu ziemnego oraz zasadach postępowania w sytuacjach zagrożenia bezpieczeństwa paliwowego państwa i zakłóceń na rynku naftowym oraz niektórych innych ustaw"
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2532.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 35,2532,24,"Ustawa o zmianie ustawy o zapasach ropy naftowej, produktów naftowych i gazu ziemnego oraz zasadach postępowania w sytuacjach zagrożenia bezpieczeństwa paliwowego państwa i zakłóceń na rynku naftowym oraz niektórych innych ustaw"
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2533.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 38,2533,25,"Ustawa o zmianie ustawy o zapasach ropy naftowej, produktów naftowych i gazu ziemnego oraz zasadach postępowania w sytuacjach zagrożenia bezpieczeństwa paliwowego państwa i zakłóceń na rynku naftowym oraz niektórych innych ustaw"
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2534.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 40,2534,26,"Ustawa o zmianie ustawy o zapasach ropy naftowej, produktów naftowych i gazu ziemnego oraz zasadach postępowania w sytuacjach zagrożenia bezpieczeństwa paliwowego państwa i zakłóceń na rynku naftowym oraz niektórych innych ustaw"
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2535.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 43,2535,27,"Ustawa o zmianie ustawy o zapasach ropy naftowej, produktów naftowych i gazu ziemnego oraz zasadach postępowania w sytuacjach zagrożenia bezpieczeństwa paliwowego państwa i zakłóceń na rynku naftowym oraz niektórych innych ustaw"
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2536.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 45,2536,28,"Ustawa o zmianie ustawy o zapasach ropy naftowej, produktów naftowych i gazu ziemnego oraz zasadach postępowania w sytuacjach zagrożenia bezpieczeństwa paliwowego państwa i zakłóceń na rynku naftowym oraz niektórych innych ustaw"
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2537.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Przyjęcie ustawy wraz z poprawkami,2537,29,"Ustawa o zmianie ustawy o zapasach ropy naftowej, produktów naftowych i gazu ziemnego oraz zasadach postępowania w sytuacjach zagrożenia bezpieczeństwa paliwowego państwa i zakłóceń na rynku naftowym oraz niektórych innych ustaw"
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2538.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Wniosek o przyjęcie ustawy bez poprawek,2538,30,Ustawa o zmianie niektórych ustaw w związku ze standaryzacją niektórych wzorów pism w procedurach administracyjnych
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2539.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 1,2539,31,Ustawa o zmianie ustawy – Prawo wodne oraz niektórych innych ustaw
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2540.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 2,2540,32,Ustawa o zmianie ustawy – Prawo wodne oraz niektórych innych ustaw
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2541.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 3,2541,33,Ustawa o zmianie ustawy – Prawo wodne oraz niektórych innych ustaw
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2542.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 4,2542,34,Ustawa o zmianie ustawy – Prawo wodne oraz niektórych innych ustaw
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2543.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 5,2543,35,Ustawa o zmianie ustawy – Prawo wodne oraz niektórych innych ustaw
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2544.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień","Poprawka 7, 17",2544,36,Ustawa o zmianie ustawy – Prawo wodne oraz niektórych innych ustaw
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2545.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 8,2545,37,Ustawa o zmianie ustawy – Prawo wodne oraz niektórych innych ustaw
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2546.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 9,2546,38,Ustawa o zmianie ustawy – Prawo wodne oraz niektórych innych ustaw
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2547.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 10,2547,39,Ustawa o zmianie ustawy – Prawo wodne oraz niektórych innych ustaw
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2548.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 11,2548,40,Ustawa o zmianie ustawy – Prawo wodne oraz niektórych innych ustaw
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2549.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 12,2549,41,Ustawa o zmianie ustawy – Prawo wodne oraz niektórych innych ustaw
5 i 6 czerwca 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2432.html","Posiedzenie: 55. posiedzenie Senatu RP VIII kadencji, 2 dzień",Wniosek o przyjęcie ustawy bez poprawek,2432,2,Ustawa o zmianie ustawy o finansach publicznych oraz ustawy o zmianie ustawy o finansach publicznych oraz niektórych innych ustaw
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2550.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień","Poprawka 13, 14, 16",2550,42,Ustawa o zmianie ustawy – Prawo wodne oraz niektórych innych ustaw
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2551.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka  15,2551,43,Ustawa o zmianie ustawy – Prawo wodne oraz niektórych innych ustaw
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2552.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 18,2552,44,Ustawa o zmianie ustawy – Prawo wodne oraz niektórych innych ustaw
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2553.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 19,2553,45,Ustawa o zmianie ustawy – Prawo wodne oraz niektórych innych ustaw
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2554.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 20,2554,46,Ustawa o zmianie ustawy – Prawo wodne oraz niektórych innych ustaw
5 i 6 czerwca 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2433.html","Posiedzenie: 55. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 1,2433,3,Ustawa o niektórych umowach zawieranych w związku z realizacją zamówień  o podstawowym znaczeniu dla bezpieczeństwa państwa
5 i 6 czerwca 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2434.html","Posiedzenie: 55. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 2,2434,4,Ustawa o niektórych umowach zawieranych w związku z realizacją zamówień  o podstawowym znaczeniu dla bezpieczeństwa państwa
5 i 6 czerwca 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2435.html","Posiedzenie: 55. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 3,2435,5,Ustawa o niektórych umowach zawieranych w związku z realizacją zamówień  o podstawowym znaczeniu dla bezpieczeństwa państwa
5 i 6 czerwca 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2436.html","Posiedzenie: 55. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 4,2436,6,Ustawa o niektórych umowach zawieranych w związku z realizacją zamówień  o podstawowym znaczeniu dla bezpieczeństwa państwa
5 i 6 czerwca 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2437.html","Posiedzenie: 55. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 5,2437,7,Ustawa o niektórych umowach zawieranych w związku z realizacją zamówień  o podstawowym znaczeniu dla bezpieczeństwa państwa
5 i 6 czerwca 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2438.html","Posiedzenie: 55. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 6,2438,8,Ustawa o niektórych umowach zawieranych w związku z realizacją zamówień  o podstawowym znaczeniu dla bezpieczeństwa państwa
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2555.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Przyjęcie ustawy wraz z poprawkami,2555,47,Ustawa o zmianie ustawy – Prawo wodne oraz niektórych innych ustaw
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2556.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Wniosek o przyjęcie ustawy bez poprawek,2556,48,Ustawa  o zmianie ustawy o autostradach płatnych oraz o Krajowym Funduszu Drogowym oraz niektórych innych ustaw
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2557.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Wniosek I - bez poprawek,2557,49,Ustawa o zmianie ustawy o zakwaterowaniu Sił Zbrojnych Rzeczypospolitej Polskiej
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2558.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 1,2558,50,Ustawa o zmianie ustawy o zakwaterowaniu Sił Zbrojnych Rzeczypospolitej Polskiej
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2559.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 2,2559,51,Ustawa o zmianie ustawy o zakwaterowaniu Sił Zbrojnych Rzeczypospolitej Polskiej
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2560.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 3,2560,52,Ustawa o zmianie ustawy o zakwaterowaniu Sił Zbrojnych Rzeczypospolitej Polskiej
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2561.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 4,2561,53,Ustawa o zmianie ustawy o zakwaterowaniu Sił Zbrojnych Rzeczypospolitej Polskiej
5 i 6 czerwca 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2439.html","Posiedzenie: 55. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 7,2439,9,Ustawa o niektórych umowach zawieranych w związku z realizacją zamówień  o podstawowym znaczeniu dla bezpieczeństwa państwa
5 i 6 czerwca 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2440.html","Posiedzenie: 55. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 8,2440,10,Ustawa o niektórych umowach zawieranych w związku z realizacją zamówień  o podstawowym znaczeniu dla bezpieczeństwa państwa
5 i 6 czerwca 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2441.html","Posiedzenie: 55. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 9,2441,11,Ustawa o niektórych umowach zawieranych w związku z realizacją zamówień  o podstawowym znaczeniu dla bezpieczeństwa państwa
5 i 6 czerwca 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2442.html","Posiedzenie: 55. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 10,2442,12,Ustawa o niektórych umowach zawieranych w związku z realizacją zamówień  o podstawowym znaczeniu dla bezpieczeństwa państwa
5 i 6 czerwca 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2443.html","Posiedzenie: 55. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 11,2443,13,Ustawa o niektórych umowach zawieranych w związku z realizacją zamówień  o podstawowym znaczeniu dla bezpieczeństwa państwa
5 i 6 czerwca 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2444.html","Posiedzenie: 55. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 12,2444,14,Ustawa o niektórych umowach zawieranych w związku z realizacją zamówień  o podstawowym znaczeniu dla bezpieczeństwa państwa
5 i 6 czerwca 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2445.html","Posiedzenie: 55. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 13,2445,15,Ustawa o niektórych umowach zawieranych w związku z realizacją zamówień  o podstawowym znaczeniu dla bezpieczeństwa państwa
5 i 6 czerwca 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2446.html","Posiedzenie: 55. posiedzenie Senatu RP VIII kadencji, 2 dzień",Przyjęcie ustawy wraz z poprawkami,2446,16,Ustawa o niektórych umowach zawieranych w związku z realizacją zamówień  o podstawowym znaczeniu dla bezpieczeństwa państwa
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2562.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Przyjęcie ustawy wraz z poprawkami,2562,54,Ustawa o zmianie ustawy o zakwaterowaniu Sił Zbrojnych Rzeczypospolitej Polskiej
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2563.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 1,2563,55,Ustawa o zmianie ustawy o mniejszościach narodowych i etnicznych oraz o języku regionalnym oraz ustawy o działach administracji rządowej
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2564.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 2,2564,56,Ustawa o zmianie ustawy o mniejszościach narodowych i etnicznych oraz o języku regionalnym oraz ustawy o działach administracji rządowej
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2565.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 3,2565,57,Ustawa o zmianie ustawy o mniejszościach narodowych i etnicznych oraz o języku regionalnym oraz ustawy o działach administracji rządowej
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2566.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień","Poprawka 5, 6",2566,58,Ustawa o zmianie ustawy o mniejszościach narodowych i etnicznych oraz o języku regionalnym oraz ustawy o działach administracji rządowej
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2567.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Przyjęcie ustawy wraz z poprawkami,2567,59,Ustawa o zmianie ustawy o mniejszościach narodowych i etnicznych oraz o języku regionalnym oraz ustawy o działach administracji rządowej
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2568.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka,2568,60,Ustawa o zmianie ustawy o ochronie roślin
5 i 6 czerwca 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2447.html","Posiedzenie: 55. posiedzenie Senatu RP VIII kadencji, 2 dzień","Poprawka 1, 15, 17, 22",2447,17,Ustawa o zmianie ustawy o kierujących pojazdami
5 i 6 czerwca 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2448.html","Posiedzenie: 55. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 2,2448,18,Ustawa o zmianie ustawy o kierujących pojazdami
5 i 6 czerwca 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2449.html","Posiedzenie: 55. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 3,2449,19,Ustawa o zmianie ustawy o kierujących pojazdami
5 i 6 czerwca 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2450.html","Posiedzenie: 55. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 4,2450,20,Ustawa o zmianie ustawy o kierujących pojazdami
5 i 6 czerwca 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2451.html","Posiedzenie: 55. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 5,2451,21,Ustawa o zmianie ustawy o kierujących pojazdami
5 i 6 czerwca 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2452.html","Posiedzenie: 55. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 6,2452,22,Ustawa o zmianie ustawy o kierujących pojazdami
5 i 6 czerwca 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2453.html","Posiedzenie: 55. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 7,2453,23,Ustawa o zmianie ustawy o kierujących pojazdami
5 i 6 czerwca 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2454.html","Posiedzenie: 55. posiedzenie Senatu RP VIII kadencji, 2 dzień",Poprawka 8,2454,24,Ustawa o zmianie ustawy o kierujących pojazdami
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2569.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Przyjęcie ustawy wraz z poprawką,2569,61,Ustawa o zmianie ustawy o ochronie roślin
21 i 22 maja 2014 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,2570.html","Posiedzenie: 54. posiedzenie Senatu RP VIII kadencji, 2 dzień",Wniosek o przyjęcie projektu,2570,62,Drugie czytanie projektu ustawy o zmianie ustawy o uznaniu za nieważne orzeczeń wydanych wobec osób represjonowanych za działalność na rzecz niepodległego bytu Państwa Polskiego.
