dates,link,session_title,subscript,voting_id,voting_number,voting_title
16 i 17 maja 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6593.html","Posiedzenie: 41. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 4,6593,5,Ustawa o restytucji narodowych dóbr kultury
16 i 17 maja 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6592.html","Posiedzenie: 41. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 5,6592,6,Ustawa o restytucji narodowych dóbr kultury
16 i 17 maja 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6591.html","Posiedzenie: 41. posiedzenie Senatu RP IX kadencji, 2 dzień","Poprawka 6, 7",6591,7,Ustawa o restytucji narodowych dóbr kultury
16 i 17 maja 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6590.html","Posiedzenie: 41. posiedzenie Senatu RP IX kadencji, 2 dzień",Przyjęcie ustawy wraz z poprawkami,6590,8,Ustawa o restytucji narodowych dóbr kultury
26 i 27 kwietnia 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6547.html","Posiedzenie: 40. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 47,6547,13,"Ustawa o biegłych rewidentach, firmach audytorskich oraz nadzorze publicznym"
26 i 27 kwietnia 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6548.html","Posiedzenie: 40. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 50,6548,14,"Ustawa o biegłych rewidentach, firmach audytorskich oraz nadzorze publicznym"
26 i 27 kwietnia 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6549.html","Posiedzenie: 40. posiedzenie Senatu RP IX kadencji, 2 dzień",Przyjęcie ustawy wraz z poprawkami,6549,15,"Ustawa o biegłych rewidentach, firmach audytorskich oraz nadzorze publicznym"
26 i 27 kwietnia 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6550.html","Posiedzenie: 40. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o przyjęcie ustawy bez poprawek,6550,16,"Ustawa o inwestycjach w zakresie budowy lub przebudowy toru wodnego Świnoujście – Szczecin do głębokości 12,5 metra"
26 i 27 kwietnia 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6551.html","Posiedzenie: 40. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o przyjęcie ustawy bez poprawek,6551,17,Ustawa o czasie pracy na statkach żeglugi śródlądowej
26 i 27 kwietnia 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6552.html","Posiedzenie: 40. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 1,6552,18,Ustawa o zmianie ustawy o systemie ubezpieczeń społecznych oraz ustawy  o zmianie ustawy – Kodeks pracy oraz niektórych innych ustaw
26 i 27 kwietnia 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6553.html","Posiedzenie: 40. posiedzenie Senatu RP IX kadencji, 2 dzień","Wniosek mniejszości 1, 2",6553,19,Ustawa o zmianie ustawy o systemie ubezpieczeń społecznych oraz ustawy  o zmianie ustawy – Kodeks pracy oraz niektórych innych ustaw
29 i 30 marca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6475.html","Posiedzenie: 38. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 7,6475,21,Ustawa o zmianie ustawy – Kodeks postępowania administracyjnego oraz niektórych innych ustaw
29 i 30 marca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6476.html","Posiedzenie: 38. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 8,6476,22,Ustawa o zmianie ustawy – Kodeks postępowania administracyjnego oraz niektórych innych ustaw
29 i 30 marca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6477.html","Posiedzenie: 38. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 9,6477,23,Ustawa o zmianie ustawy – Kodeks postępowania administracyjnego oraz niektórych innych ustaw
29 i 30 marca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6478.html","Posiedzenie: 38. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 10,6478,24,Ustawa o zmianie ustawy – Kodeks postępowania administracyjnego oraz niektórych innych ustaw
29 i 30 marca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6479.html","Posiedzenie: 38. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 11,6479,25,Ustawa o zmianie ustawy – Kodeks postępowania administracyjnego oraz niektórych innych ustaw
29 i 30 marca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6480.html","Posiedzenie: 38. posiedzenie Senatu RP IX kadencji, 2 dzień",Przyjęcie ustawy wraz z poprawkami,6480,26,Ustawa o zmianie ustawy – Kodeks postępowania administracyjnego oraz niektórych innych ustaw
29 i 30 marca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6481.html","Posiedzenie: 38. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 1,6481,27,Ustawa o zmianie niektórych ustaw w celu ułatwienia dochodzenia wierzytelności
31 maja i 1 czerwca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6608.html","Posiedzenie: 42. posiedzenie Senatu RP IX kadencji, 1 dzień", ,6608,1,Wniosek formalny
31 maja i 1 czerwca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6609.html","Posiedzenie: 42. posiedzenie Senatu RP IX kadencji, 1 dzień", ,6609,2,Wniosek formalny
16 i 17 maja 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6599.html","Posiedzenie: 41. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o odrzucenie ustawy,6599,9,Ustawa o zmianie ustawy o ochronie przeciwpożarowej
16 i 17 maja 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6598.html","Posiedzenie: 41. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o przyjęcie ustawy bez poprawek,6598,10,Ustawa o zmianie ustawy o ochronie przeciwpożarowej
16 i 17 maja 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6597.html","Posiedzenie: 41. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o przyjęcie ustawy bez poprawek,6597,11,"Ustawa o wypowiedzeniu Europejskiej konwencji w sprawie przemocy i ekscesów widzów w czasie imprez sportowych, a w szczególności meczów piłki nożnej, sporządzonej w Strasburgu dnia 19 sierpnia 1985 r."
16 i 17 maja 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6596.html","Posiedzenie: 41. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o przyjęcie ustawy bez poprawek,6596,12,"Ustawa o ratyfikacji Konwencji Rady Europy w sprawie zintegrowanego podejścia do bezpieczeństwa, zabezpieczenia i obsługi podczas meczów piłki nożnej i innych imprez sportowych, sporządzonej w Strasburgu dnia 4 maja 2016 r."
16 i 17 maja 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6601.html","Posiedzenie: 41. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o przyjęcie ustawy bez poprawek,6601,13,"Ustawa o zmianie ustawy – Kodeks spółek handlowych, ustawy – Kodeks postępowania cywilnego oraz ustawy o Krajowym Rejestrze Sądowym"
16 i 17 maja 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6600.html","Posiedzenie: 41. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o przyjęcie ustawy bez poprawek,6600,14,Ustawa o zmianie ustawy – Kodeks postępowania cywilnego oraz ustawy – Prawo o postępowaniu przed sądami administracyjnymi
26 i 27 kwietnia 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6554.html","Posiedzenie: 40. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 2,6554,20,Ustawa o zmianie ustawy o systemie ubezpieczeń społecznych oraz ustawy  o zmianie ustawy – Kodeks pracy oraz niektórych innych ustaw
26 i 27 kwietnia 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6555.html","Posiedzenie: 40. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 3,6555,21,Ustawa o zmianie ustawy o systemie ubezpieczeń społecznych oraz ustawy  o zmianie ustawy – Kodeks pracy oraz niektórych innych ustaw
26 i 27 kwietnia 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6556.html","Posiedzenie: 40. posiedzenie Senatu RP IX kadencji, 2 dzień",Przyjęcie ustawy wraz z poprawkami,6556,22,Ustawa o zmianie ustawy o systemie ubezpieczeń społecznych oraz ustawy  o zmianie ustawy – Kodeks pracy oraz niektórych innych ustaw
26 i 27 kwietnia 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6557.html","Posiedzenie: 40. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 2,6557,23,Ustawa o zmianie ustawy o ochronie przyrody
26 i 27 kwietnia 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6558.html","Posiedzenie: 40. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 4,6558,24,Ustawa o zmianie ustawy o ochronie przyrody
26 i 27 kwietnia 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6559.html","Posiedzenie: 40. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 4,6559,25,Ustawa o zmianie ustawy o ochronie przyrody
26 i 27 kwietnia 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6560.html","Posiedzenie: 40. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 5,6560,26,Ustawa o zmianie ustawy o ochronie przyrody
26 i 27 kwietnia 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6561.html","Posiedzenie: 40. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 6,6561,27,Ustawa o zmianie ustawy o ochronie przyrody
29 i 30 marca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6482.html","Posiedzenie: 38. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 2,6482,28,Ustawa o zmianie niektórych ustaw w celu ułatwienia dochodzenia wierzytelności
29 i 30 marca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6483.html","Posiedzenie: 38. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 3,6483,29,Ustawa o zmianie niektórych ustaw w celu ułatwienia dochodzenia wierzytelności
29 i 30 marca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6484.html","Posiedzenie: 38. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 4,6484,30,Ustawa o zmianie niektórych ustaw w celu ułatwienia dochodzenia wierzytelności
29 i 30 marca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6485.html","Posiedzenie: 38. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 5,6485,31,Ustawa o zmianie niektórych ustaw w celu ułatwienia dochodzenia wierzytelności
29 i 30 marca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6486.html","Posiedzenie: 38. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 6,6486,32,Ustawa o zmianie niektórych ustaw w celu ułatwienia dochodzenia wierzytelności
29 i 30 marca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6487.html","Posiedzenie: 38. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 7,6487,33,Ustawa o zmianie niektórych ustaw w celu ułatwienia dochodzenia wierzytelności
29 i 30 marca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6488.html","Posiedzenie: 38. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 8,6488,34,Ustawa o zmianie niektórych ustaw w celu ułatwienia dochodzenia wierzytelności
16 i 17 maja 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6603.html","Posiedzenie: 41. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o przyjęcie ustawy bez poprawek,6603,15,Ustawa o roszczeniach o naprawienie szkody wyrządzonej przez naruszenie prawa konkurencji
16 i 17 maja 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6602.html","Posiedzenie: 41. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o przyjęcie ustawy bez poprawek,6602,16,Ustawa o zmianie ustawy – Prawo pocztowe
16 i 17 maja 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6605.html","Posiedzenie: 41. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o odrzucenie ustawy,6605,17,"Ustawa o zmianie ustawy o Krajowej Szkole Sądownictwa i Prokuratury, ustawy – Prawo o ustroju sądów powszechnych oraz niektórych innych ustaw"
16 i 17 maja 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6604.html","Posiedzenie: 41. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o przyjęcie ustawy bez poprawek,6604,18,"Ustawa o zmianie ustawy o Krajowej Szkole Sądownictwa i Prokuratury, ustawy – Prawo o ustroju sądów powszechnych oraz niektórych innych ustaw"
16 i 17 maja 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6606.html","Posiedzenie: 41. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o przyjęcie projektu,6606,19,"Drugie czytanie projektu ustawy o zmianie ustawy o ubezpieczeniach obowiązkowych, Ubezpieczeniowym Funduszu Gwarancyjnym i Polskim Biurze Ubezpieczycieli Komunikacyjnych"
26 i 27 kwietnia 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6562.html","Posiedzenie: 40. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 7,6562,28,Ustawa o zmianie ustawy o ochronie przyrody
26 i 27 kwietnia 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6563.html","Posiedzenie: 40. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 9,6563,29,Ustawa o zmianie ustawy o ochronie przyrody
26 i 27 kwietnia 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6564.html","Posiedzenie: 40. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 10,6564,30,Ustawa o zmianie ustawy o ochronie przyrody
26 i 27 kwietnia 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6565.html","Posiedzenie: 40. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 11,6565,31,Ustawa o zmianie ustawy o ochronie przyrody
26 i 27 kwietnia 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6566.html","Posiedzenie: 40. posiedzenie Senatu RP IX kadencji, 2 dzień",Przyjęcie ustawy wraz z poprawkami,6566,32,Ustawa o zmianie ustawy o ochronie przyrody
26 i 27 kwietnia 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6567.html","Posiedzenie: 40. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o przyjęcie ustawy bez poprawek,6567,33,Ustawa o zmianie ustawy o wspieraniu rozwoju obszarów wiejskich z udziałem środków Europejskiego Funduszu Rolnego na rzecz Rozwoju Obszarów Wiejskich w ramach Programu Rozwoju Obszarów Wiejskich na lata  2014–2020
26 i 27 kwietnia 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6569.html","Posiedzenie: 40. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o przyjęcie ustawy bez poprawek,6569,34,Ustawa o zwalczaniu dopingu w sporcie
31 maja i 1 czerwca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6610.html","Posiedzenie: 42. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o przyjęcie ustawy bez poprawek,6610,3,"Ustawa o zmianie ustawy o zaopatrzeniu emerytalnym funkcjonariuszy Policji, Agencji Bezpieczeństwa Wewnętrznego, Agencji Wywiadu, Służby Kontrwywiadu Wojskowego, Służby Wywiadu Wojskowego, Centralnego Biura Antykorupcyjnego, Straży Granicznej, Biura Ochrony Rządu, Państwowej Straży Pożarnej i Służby Więziennej oraz ich rodzin oraz niektórych innych ustaw"
29 i 30 marca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6489.html","Posiedzenie: 38. posiedzenie Senatu RP IX kadencji, 2 dzień","Poprawka 9, 10",6489,35,Ustawa o zmianie niektórych ustaw w celu ułatwienia dochodzenia wierzytelności
29 i 30 marca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6490.html","Posiedzenie: 38. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 11,6490,36,Ustawa o zmianie niektórych ustaw w celu ułatwienia dochodzenia wierzytelności
29 i 30 marca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6491.html","Posiedzenie: 38. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 12,6491,37,Ustawa o zmianie niektórych ustaw w celu ułatwienia dochodzenia wierzytelności
29 i 30 marca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6492.html","Posiedzenie: 38. posiedzenie Senatu RP IX kadencji, 2 dzień","Poprawka 13, 14",6492,38,Ustawa o zmianie niektórych ustaw w celu ułatwienia dochodzenia wierzytelności
29 i 30 marca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6493.html","Posiedzenie: 38. posiedzenie Senatu RP IX kadencji, 2 dzień",Przyjęcie ustawy wraz z poprawkami,6493,39,Ustawa o zmianie niektórych ustaw w celu ułatwienia dochodzenia wierzytelności
29 i 30 marca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6494.html","Posiedzenie: 38. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o przyjęcie ustawy bez poprawek,6494,40,Ustawa o zmianie ustawy o podatku akcyzowym
29 i 30 marca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6495.html","Posiedzenie: 38. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka,6495,41,Ustawa o zmianie ustawy o podatku akcyzowym
16 i 17 maja 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6607.html","Posiedzenie: 41. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o przyjęcie projektu,6607,20,Drugie czytanie projektu ustawy o zmianie ustawy o radiofonii i telewizji
26 i 27 kwietnia 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6568.html","Posiedzenie: 40. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o przyjęcie ustawy bez poprawek,6568,35,Ustawa o zmianie ustawy o systemie informacji oświatowej oraz niektórych innych ustaw
26 i 27 kwietnia 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6571.html","Posiedzenie: 40. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o odrzucenie ustawy,6571,36,Ustawa o zmianie ustawy o kinematografii oraz niektórych innych ustaw
26 i 27 kwietnia 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6570.html","Posiedzenie: 40. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o przyjęcie ustawy bez poprawek,6570,37,Ustawa o zmianie ustawy o kinematografii oraz niektórych innych ustaw
26 i 27 kwietnia 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6576.html","Posiedzenie: 40. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o przyjęcie ustawy bez poprawek,6576,38,Ustawa o ustanowieniu Krzyża Zachodniego
26 i 27 kwietnia 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6575.html","Posiedzenie: 40. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o przyjęcie ustawy bez poprawek,6575,39,"Ustawa o ratyfikacji Umowy między Rządem Rzeczypospolitej Polskiej  a Rządem Republiki Kazachstanu o readmisji osób, podpisanej w Warszawie dnia 22 sierpnia 2016 r."
26 i 27 kwietnia 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6586.html","Posiedzenie: 40. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o przyjęcie projektu,6586,40,Drugie czytanie projektu opinii o niezgodności z zasadą pomocniczości projektu dyrektywy Parlamentu Europejskiego i Rady w sprawie wspólnych zasad rynku wewnętrznego energii elektrycznej (wersja przekształcona) COM(2016)864
26 i 27 kwietnia 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6587.html","Posiedzenie: 40. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o przyjęcie projektu,6587,41,Drugie czytanie projektu opinii o niezgodności z zasadą pomocniczości projektu rozporządzenia Parlamentu Europejskiego i Rady w sprawie wewnętrznego rynku energii elektrycznej (wersja przekształcona) COM(2016)861
31 maja i 1 czerwca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6611.html","Posiedzenie: 42. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o przyjęcie ustawy bez poprawek,6611,4,Ustawa o zmianie ustawy o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych oraz niektórych innych ustaw
31 maja i 1 czerwca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6612.html","Posiedzenie: 42. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o przyjęcie ustawy bez poprawek,6612,5,Ustawa o zmianie ustawy – Prawo geologiczne i górnicze oraz niektórych innych ustaw
31 maja i 1 czerwca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6613.html","Posiedzenie: 42. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o przyjęcie ustawy bez poprawek,6613,6,Ustawa o zmianie ustawy o finansowaniu wspólnej polityki rolnej
31 maja i 1 czerwca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6616.html","Posiedzenie: 42. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 1,6616,7,Ustawa o zmianie ustawy o ochronie prawnej odmian roślin
31 maja i 1 czerwca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6615.html","Posiedzenie: 42. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 2,6615,8,Ustawa o zmianie ustawy o ochronie prawnej odmian roślin
31 maja i 1 czerwca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6614.html","Posiedzenie: 42. posiedzenie Senatu RP IX kadencji, 2 dzień",Przyjęcie ustawy wraz z poprawkami,6614,9,Ustawa o zmianie ustawy o ochronie prawnej odmian roślin
31 maja i 1 czerwca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6617.html","Posiedzenie: 42. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o przyjęcie ustawy bez poprawek,6617,10,"Ustawa o zmianie ustawy o podatku rolnym, ustawy o podatkach i opłatach lokalnych oraz ustawy o podatku leśnym"
31 maja i 1 czerwca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6619.html","Posiedzenie: 42. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o przyjęcie ustawy bez poprawek,6619,11,Ustawa o zmianie ustawy o rybołówstwie morskim
29 i 30 marca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6496.html","Posiedzenie: 38. posiedzenie Senatu RP IX kadencji, 2 dzień",Przyjęcie ustawy wraz z poprawkami,6496,42,Ustawa o zmianie ustawy o podatku akcyzowym
29 i 30 marca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6497.html","Posiedzenie: 38. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o przyjęcie ustawy bez poprawek,6497,43,Ustawa o zmianie ustawy o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych
29 i 30 marca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6498.html","Posiedzenie: 38. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o przyjęcie ustawy bez poprawek,6498,44,"Ustawa o zmianie ustawy o pobieraniu, przechowywaniu i przeszczepianiu komórek, tkanek i narządów"
29 i 30 marca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6499.html","Posiedzenie: 38. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o odrzucenie ustawy,6499,45,Ustawa o zmianie ustawy – Prawo ochrony środowiska
29 i 30 marca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6500.html","Posiedzenie: 38. posiedzenie Senatu RP IX kadencji, 2 dzień","Poprawka 1, 9, 12",6500,46,Ustawa o zmianie ustawy – Prawo ochrony środowiska
29 i 30 marca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6501.html","Posiedzenie: 38. posiedzenie Senatu RP IX kadencji, 2 dzień","Poprawka 2, 10, 13",6501,47,Ustawa o zmianie ustawy – Prawo ochrony środowiska
29 i 30 marca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6502.html","Posiedzenie: 38. posiedzenie Senatu RP IX kadencji, 2 dzień","Poprawka 3, 6, 7",6502,48,Ustawa o zmianie ustawy – Prawo ochrony środowiska
29 i 30 marca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6503.html","Posiedzenie: 38. posiedzenie Senatu RP IX kadencji, 2 dzień","Poprawka 4, 11",6503,49,Ustawa o zmianie ustawy – Prawo ochrony środowiska
29 i 30 marca 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6504.html","Posiedzenie: 38. posiedzenie Senatu RP IX kadencji, 2 dzień",Poprawka 5,6504,50,Ustawa o zmianie ustawy – Prawo ochrony środowiska
26 i 27 kwietnia 2017 r.,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,6580.html","Posiedzenie: 40. posiedzenie Senatu RP IX kadencji, 2 dzień",Wniosek o przyjęcie ustawy bez poprawek,6580,42,Ustawa o zmianie ustawy o świadczeniach pieniężnych z ubezpieczenia społecznego w razie choroby i macierzyństwa oraz ustawy o zmianie ustawy o świadczeniach pieniężnych z ubezpieczenia społecznego w razie choroby i macierzyństwa oraz niektórych innych ustaw
