No. of voting,Title,Subscript,Link,voting_id,Session,Dates
13,Ustawa o kolejnym w 2021 r. dodatkowym rocznym świadczeniu pieniężnym dla emerytów i rencistów,"Poprawka 2, 3","https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10496.html",10496,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
14,Ustawa o kolejnym w 2021 r. dodatkowym rocznym świadczeniu pieniężnym dla emerytów i rencistów,Przyjęcie ustawy wraz z poprawkami,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10497.html",10497,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
15,Ustawa o zmianie ustawy o emeryturach i rentach z Funduszu Ubezpieczeń Społecznych oraz niektórych innych ustaw,Wniosek o przyjęcie ustawy bez poprawek,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10498.html",10498,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
16,Ustawa o zmianie ustawy o emeryturach i rentach z Funduszu Ubezpieczeń Społecznych oraz niektórych innych ustaw,Poprawka,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10501.html",10501,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
17,Ustawa o zmianie ustawy o emeryturach i rentach z Funduszu Ubezpieczeń Społecznych oraz niektórych innych ustaw,Przyjęcie ustawy wraz z poprawką,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10500.html",10500,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
18,Ustawa o zmianie ustawy o obrocie instrumentami finansowymi oraz niektórych innych ustaw,Wniosek o przyjęcie ustawy bez poprawek,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10502.html",10502,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
19,Ustawa o zmianie ustawy – Prawo o ruchu drogowym,Poprawka,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10503.html",10503,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
20,Ustawa o zmianie ustawy – Prawo o ruchu drogowym,Przyjęcie ustawy wraz z poprawką,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10504.html",10504,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
21,Ustawa o zmianie ustawy o ochronie osób i mienia oraz ustawy o Żandarmerii Wojskowej i wojskowych organach porządkowych,Wniosek o przyjęcie ustawy bez poprawek,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10505.html",10505,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
22,Drugie czytanie projektu ustawy o wyrównywaniu strat majątkowych wynikających z ograniczenia wolności i praw człowieka i obywatela w czasie stanu epidemii w związku z zakażeniami wirusem SARS-CoV-2,Wniosek o przyjęcie projektu,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10506.html",10506,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
23,"Drugie czytanie projektu ustawy o zmianie ustawy o pracowniczych planach kapitałowych oraz ustawy o szczególnych rozwiązaniach związanych z zapobieganiem, przeciwdziałaniem i zwalczaniem COVID-19, innych chorób zakaźnych oraz wywołanych nimi sytuacji kryzysowych",Wniosek o przyjęcie projektu,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10507.html",10507,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
24,Drugie czytanie projektu ustawy o zmianie ustawy – Prawo przedsiębiorców,Wniosek o przyjęcie projektu,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10508.html",10508,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
25,Drugie czytanie projektu ustawy o zmianie ustawy – Prawo ochrony środowiska,Poprawka 1,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10509.html",10509,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
26,Drugie czytanie projektu ustawy o zmianie ustawy – Prawo ochrony środowiska,Poprawka 2,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10510.html",10510,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
27,Drugie czytanie projektu ustawy o zmianie ustawy – Prawo ochrony środowiska,Przyjęcie projektu wraz z poprawkami,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10511.html",10511,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
28,"Drugie czytanie projektu ustawy o zmianie ustawy o państwowej kompensacie przysługującej ofiarom niektórych czynów zabronionych, ustawy – Kodeks postępowania cywilnego oraz ustawy – Kodeks postępowania karnego",Wniosek o przyjęcie projektu,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10512.html",10512,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
29,Drugie czytanie projektu ustawy o zmianie ustawy – Kodeks postępowania karnego,Wniosek o przyjęcie projektu,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10513.html",10513,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
30,Drugie czytanie projektu ustawy o zmianie ustawy o uznaniu za nieważne orzeczeń wydanych wobec osób represjonowanych za działalność na rzecz niepodległego bytu Państwa Polskiego,Poprawka,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10514.html",10514,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
31,Drugie czytanie projektu ustawy o zmianie ustawy o uznaniu za nieważne orzeczeń wydanych wobec osób represjonowanych za działalność na rzecz niepodległego bytu Państwa Polskiego,Przyjęcie projektu wraz z poprawką,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10515.html",10515,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
32,Drugie czytanie projektu ustawy o zmianie ustawy o osobach deportowanych do pracy przymusowej oraz osadzonych w obozach pracy przez III Rzeszę i Związek Socjalistycznych Republik Radzieckich,Wniosek o przyjęcie projektu,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10516.html",10516,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
33,Drugie czytanie projektu ustawy o zmianie ustawy o rodzicielskim świadczeniu uzupełniającym,Poprawka 1,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10517.html",10517,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
34,Drugie czytanie projektu ustawy o zmianie ustawy o rodzicielskim świadczeniu uzupełniającym,Poprawka 2,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10518.html",10518,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
35,Drugie czytanie projektu ustawy o zmianie ustawy o rodzicielskim świadczeniu uzupełniającym,Przyjęcie projektu wraz z poprawkami,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10519.html",10519,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
36,Drugie czytanie projektu uchwały w sprawie zesłania Aleksieja Nawalnego do łagru oraz brutalnego tłumienia demonstracji demokratycznej opozycji przez władze Federacji Rosyjskiej,Poprawka 1,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10520.html",10520,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
37,Drugie czytanie projektu uchwały w sprawie zesłania Aleksieja Nawalnego do łagru oraz brutalnego tłumienia demonstracji demokratycznej opozycji przez władze Federacji Rosyjskiej,Poprawka 2,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10521.html",10521,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
38,Drugie czytanie projektu uchwały w sprawie zesłania Aleksieja Nawalnego do łagru oraz brutalnego tłumienia demonstracji demokratycznej opozycji przez władze Federacji Rosyjskiej,Poprawka 4,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10522.html",10522,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
39,Drugie czytanie projektu uchwały w sprawie zesłania Aleksieja Nawalnego do łagru oraz brutalnego tłumienia demonstracji demokratycznej opozycji przez władze Federacji Rosyjskiej,Przyjęcie projektu wraz z poprawkami,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10523.html",10523,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
40,Drugie czytanie projektu uchwały w sprawie zagrożenia wolności mediów w Polsce,Wniosek o odrzucenie projektu,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10524.html",10524,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
41,Drugie czytanie projektu uchwały w sprawie zagrożenia wolności mediów w Polsce,Wniosek o przyjęcie projektu,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10525.html",10525,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
42,Drugie czytanie projektu uchwały w 40. rocznicę podpisania Porozumień Rzeszowsko-Ustrzyckich i powstania „Solidarności” Rolników Indywidualnych,Wniosek o przyjęcie projektu,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10526.html",10526,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
43,Drugie czytanie projektu ustawy o zmianie ustawy o Sądzie Najwyższym,Wniosek o przyjęcie projektu,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10527.html",10527,"Posiedzenie: 21. posiedzenie Senatu RP X kadencji, 3 dzień","17, 18 i 19 lutego 2021 r."
1,Głosowanie próbne,NA,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10528.html",10528,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 1 dzień","24, 25 marca 2021 r."
2,Wniosek formalny,NA,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10529.html",10529,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 1 dzień","24, 25 marca 2021 r."
3,Głosowanie próbne,NA,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10530.html",10530,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 2 dzień","24, 25 marca 2021 r."
4,Głosowanie próbne,NA,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10531.html",10531,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 2 dzień","24, 25 marca 2021 r."
5,Drugie czytanie projektu uchwały w 40. rocznicę wydarzeń marcowych w Bydgoszczy,Wniosek o przyjęcie projektu,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10532.html",10532,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 2 dzień","24, 25 marca 2021 r."
6,Zmiany w składzie komisji senackich,Wniosek o podjęcie uchwały,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10533.html",10533,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 2 dzień","24, 25 marca 2021 r."
7,Ustawa o zmianie ustawy – Prawo celne oraz niektórych innych ustaw,"Poprawka 1, 9","https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10534.html",10534,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 2 dzień","24, 25 marca 2021 r."
8,Ustawa o zmianie ustawy – Prawo celne oraz niektórych innych ustaw,Poprawka 2,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10535.html",10535,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 2 dzień","24, 25 marca 2021 r."
9,Ustawa o zmianie ustawy – Prawo celne oraz niektórych innych ustaw,Poprawka 3,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10536.html",10536,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 2 dzień","24, 25 marca 2021 r."
10,Ustawa o zmianie ustawy – Prawo celne oraz niektórych innych ustaw,Poprawka 4,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10537.html",10537,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 2 dzień","24, 25 marca 2021 r."
11,Ustawa o zmianie ustawy – Prawo celne oraz niektórych innych ustaw,"Poprawka 5, 7","https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10538.html",10538,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 2 dzień","24, 25 marca 2021 r."
12,Ustawa o zmianie ustawy – Prawo celne oraz niektórych innych ustaw,Poprawka 6,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10539.html",10539,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 2 dzień","24, 25 marca 2021 r."
13,Ustawa o zmianie ustawy – Prawo celne oraz niektórych innych ustaw,Poprawka 8,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10540.html",10540,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 2 dzień","24, 25 marca 2021 r."
14,Ustawa o zmianie ustawy – Prawo celne oraz niektórych innych ustaw,Przyjęcie ustawy wraz z poprawkami,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10541.html",10541,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 2 dzień","24, 25 marca 2021 r."
15,Ustawa o zmianie ustawy – Prawo bankowe oraz niektórych innych ustaw,Wniosek o przyjęcie ustawy bez poprawek,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10542.html",10542,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 2 dzień","24, 25 marca 2021 r."
16,Ustawa o zmianie ustawy o przeciwdziałaniu praniu pieniędzy oraz finansowaniu terroryzmu oraz niektórych innych ustaw,Poprawka 1,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10543.html",10543,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 2 dzień","24, 25 marca 2021 r."
17,Ustawa o zmianie ustawy o przeciwdziałaniu praniu pieniędzy oraz finansowaniu terroryzmu oraz niektórych innych ustaw,Poprawka 2,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10544.html",10544,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 2 dzień","24, 25 marca 2021 r."
18,Ustawa o zmianie ustawy o przeciwdziałaniu praniu pieniędzy oraz finansowaniu terroryzmu oraz niektórych innych ustaw,Poprawka 3,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10545.html",10545,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 2 dzień","24, 25 marca 2021 r."
19,Ustawa o zmianie ustawy o przeciwdziałaniu praniu pieniędzy oraz finansowaniu terroryzmu oraz niektórych innych ustaw,Poprawka 4,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10546.html",10546,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 2 dzień","24, 25 marca 2021 r."
20,Ustawa o zmianie ustawy o przeciwdziałaniu praniu pieniędzy oraz finansowaniu terroryzmu oraz niektórych innych ustaw,Poprawka 5,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10547.html",10547,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 2 dzień","24, 25 marca 2021 r."
21,Ustawa o zmianie ustawy o przeciwdziałaniu praniu pieniędzy oraz finansowaniu terroryzmu oraz niektórych innych ustaw,Przyjęcie ustawy wraz z poprawkami,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10548.html",10548,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 2 dzień","24, 25 marca 2021 r."
22,Ustawa o zmianie ustawy o podatku akcyzowym oraz niektórych innych ustaw,Wniosek o przyjęcie ustawy bez poprawek,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10549.html",10549,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 2 dzień","24, 25 marca 2021 r."
23,Ustawa o zmianie ustawy o podatku akcyzowym oraz niektórych innych ustaw,"Poprawka 1, 19","https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10550.html",10550,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 2 dzień","24, 25 marca 2021 r."
24,Ustawa o zmianie ustawy o podatku akcyzowym oraz niektórych innych ustaw,Poprawka 2,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10551.html",10551,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 2 dzień","24, 25 marca 2021 r."
25,Ustawa o zmianie ustawy o podatku akcyzowym oraz niektórych innych ustaw,Poprawka 5-8,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10552.html",10552,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 2 dzień","24, 25 marca 2021 r."
26,Ustawa o zmianie ustawy o podatku akcyzowym oraz niektórych innych ustaw,Poprawka 9,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10553.html",10553,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 2 dzień","24, 25 marca 2021 r."
27,Ustawa o zmianie ustawy o podatku akcyzowym oraz niektórych innych ustaw,"Poprawka 10, 11","https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10554.html",10554,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 2 dzień","24, 25 marca 2021 r."
28,Ustawa o zmianie ustawy o podatku akcyzowym oraz niektórych innych ustaw,"Poprawka 12, 23","https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10555.html",10555,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 2 dzień","24, 25 marca 2021 r."
29,Ustawa o zmianie ustawy o podatku akcyzowym oraz niektórych innych ustaw,"Poprawka 13-15, 18, 21, 27","https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10556.html",10556,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 2 dzień","24, 25 marca 2021 r."
30,Ustawa o zmianie ustawy o podatku akcyzowym oraz niektórych innych ustaw,Poprawka 16,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10557.html",10557,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 2 dzień","24, 25 marca 2021 r."
31,Ustawa o zmianie ustawy o podatku akcyzowym oraz niektórych innych ustaw,"Poprawka 17, 22, 24-26","https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10558.html",10558,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 2 dzień","24, 25 marca 2021 r."
32,Ustawa o zmianie ustawy o podatku akcyzowym oraz niektórych innych ustaw,Poprawka 20,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10559.html",10559,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 2 dzień","24, 25 marca 2021 r."
33,Ustawa o zmianie ustawy o podatku akcyzowym oraz niektórych innych ustaw,Przyjęcie ustawy wraz z poprawkami,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10560.html",10560,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 2 dzień","24, 25 marca 2021 r."
34,Ustawa zmieniająca ustawę o zmianie ustawy – Prawo łowieckie oraz niektórych innych ustaw,Wniosek o przyjęcie ustawy bez poprawek,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10561.html",10561,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 2 dzień","24, 25 marca 2021 r."
35,"Ustawa o zmianie ustawy o udostępnianiu informacji o środowisku i jego ochronie, udziale społeczeństwa w ochronie środowiska oraz o ocenach oddziaływania na środowisko oraz niektórych innych ustaw",Wniosek o przyjęcie ustawy bez poprawek,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10562.html",10562,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 2 dzień","24, 25 marca 2021 r."
36,"Ustawa o zmianie ustawy o udostępnianiu informacji o środowisku i jego ochronie, udziale społeczeństwa w ochronie środowiska oraz o ocenach oddziaływania na środowisko oraz niektórych innych ustaw",Poprawka 1,"https://www.senat.gov.pl/prace/posiedzenia/glosowanie-drukuj,10563.html",10563,"Posiedzenie: 22. posiedzenie Senatu RP X kadencji, 2 dzień","24, 25 marca 2021 r."
