58. Andrzej Wojtyła (od 2015-11-12),Klub Parlamentarny Prawo i Sprawiedliwość,9
59. Alicja Zając (od 2015-11-12),Klub Parlamentarny Prawo i Sprawiedliwość,9
60. Józef Zając (od 2016-11-15),Klub Parlamentarny Prawo i Sprawiedliwość,9
61. Jan Żaryn (od 2015-11-12),Klub Parlamentarny Prawo i Sprawiedliwość,9
1. Anna Maria Anders (od 2016-03-09 do 2019-08-23),Klub Parlamentarny Prawo i Sprawiedliwość,9
2. Adam Bielan (od 2015-11-12 do 2019-05-28),Klub Parlamentarny Prawo i Sprawiedliwość,9
3. Waldemar Bonkowski (od 2015-11-12 do 2018-02-23),Klub Parlamentarny Prawo i Sprawiedliwość,9
4. Jan Dobrzyński (zastępca sekretarza) (od 2015-11-12 do 2018-04-10),Klub Parlamentarny Prawo i Sprawiedliwość,9
5. Stanisław Kogut (od 2015-11-12 do 2020-10-18),Klub Parlamentarny Prawo i Sprawiedliwość,9
6. Bohdan Paszkowski (od 2015-11-12 do 2015-12-09),Klub Parlamentarny Prawo i Sprawiedliwość,9
1. Mieczysław Augustyn (wiceprzewodniczący) (od 2015-11-12),Klub Parlamentarny Platforma Obywatelska - Koalicja Obywatelska - Grupa Senatorów PO,9
2. Ryszard Bonisławski (od 2015-11-12),Klub Parlamentarny Platforma Obywatelska - Koalicja Obywatelska - Grupa Senatorów PO,9
3. Bogdan Borusewicz (od 2015-11-12),Klub Parlamentarny Platforma Obywatelska - Koalicja Obywatelska - Grupa Senatorów PO,9
4. Barbara Borys-Damięcka (od 2015-11-19),Klub Parlamentarny Platforma Obywatelska - Koalicja Obywatelska - Grupa Senatorów PO,9
5. Leszek Czarnobaj (wiceprzewodniczący) (od 2015-11-12),Klub Parlamentarny Platforma Obywatelska - Koalicja Obywatelska - Grupa Senatorów PO,9
6. Robert Dowhan (od 2015-11-12),Klub Parlamentarny Platforma Obywatelska - Koalicja Obywatelska - Grupa Senatorów PO,9
7. Jerzy Fedorowicz (od 2015-11-12),Klub Parlamentarny Platforma Obywatelska - Koalicja Obywatelska - Grupa Senatorów PO,9
8. Piotr Florek (od 2015-11-12),Klub Parlamentarny Platforma Obywatelska - Koalicja Obywatelska - Grupa Senatorów PO,9
9. Tomasz Grodzki (od 2015-11-12),Klub Parlamentarny Platforma Obywatelska - Koalicja Obywatelska - Grupa Senatorów PO,9
10. Kazimierz Kleina (od 2015-11-12),Klub Parlamentarny Platforma Obywatelska - Koalicja Obywatelska - Grupa Senatorów PO,9
11. Bogdan Klich (przewodniczący) (od 2015-11-12),Klub Parlamentarny Platforma Obywatelska - Koalicja Obywatelska - Grupa Senatorów PO,9
12. Andrzej Kobiak (od 2015-11-12),Klub Parlamentarny Platforma Obywatelska - Koalicja Obywatelska - Grupa Senatorów PO,9
13. Władysław Komarnicki (od 2015-11-12),Klub Parlamentarny Platforma Obywatelska - Koalicja Obywatelska - Grupa Senatorów PO,9
14. Maria Pańczyk-Pozdziej (wiceprzewodnicząca) (od 2015-11-12),Klub Parlamentarny Platforma Obywatelska - Koalicja Obywatelska - Grupa Senatorów PO,9
15. Aleksander Pociej (od 2015-11-12),Klub Parlamentarny Platforma Obywatelska - Koalicja Obywatelska - Grupa Senatorów PO,9
16. Marian Poślednik (od 2015-11-12),Klub Parlamentarny Platforma Obywatelska - Koalicja Obywatelska - Grupa Senatorów PO,9
17. Marek Rocki (od 2015-11-12),Klub Parlamentarny Platforma Obywatelska - Koalicja Obywatelska - Grupa Senatorów PO,9
